観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの6月の1位の値(mm),昨日までの6月の1位の値の品質情報,昨日までの6月の1位の値の年,昨日までの6月の1位の値の月,昨日までの6月の1位の値の日,統計開始年
33781,岩手県,江刺（エサシ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,48,8,1977,07,18,24.0,8,2010,06,20,1976
33801,岩手県,住田（スミタ）,,2019,06,30,05,50,0.0,8,0.5,4,01,45,4,,,66.5,8,2013,07,26,23,8,2004,06,21,1977
33831,岩手県,祭畤（マツルベ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,82.5,8,2012,10,01,64,8,2007,06,06,1976
33841,岩手県,衣川（コロモガワ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,46,8,2004,06,21,46,8,2004,06,21,1976
33856,岩手県,大東（ダイトウ）,,2019,06,30,05,50,0.0,8,0.5,4,02,08,4,,,46.5,8,2013,07,26,36.5,8,2019,06,16,2005
33871,岩手県,陸前高田（リクゼンタカタ）,,2019,06,30,05,50,0.0,8,0.5,4,01,11,4,,,73.0,8,2013,07,26,22.5,8,2012,06,20,2011
33877,岩手県,大船渡（オオフナト）,47512,2019,06,30,05,50,0.0,8,1.0,4,00,23,4,,,56.5,8,2005,09,07,48.0,8,2004,06,21,1963
33911,岩手県,一関（イチノセキ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,49.0,8,2016,08,02,37,8,2004,06,21,1976
33921,岩手県,千厩（センマヤ）,,2019,06,30,05,50,0.0,8,0.5,4,01,41,4,,,59,8,1982,08,21,31,8,2004,06,21,1976
34012,宮城県,駒ノ湯（コマノユ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,72.0,8,2015,09,11,45,8,2004,06,21,1976
34026,宮城県,気仙沼（ケセンヌマ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,84.5,8,2013,07,26,36,8,2004,06,21,1976
34056,宮城県,鴬沢（ウグイスザワ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,51.5,8,2015,09,11,24,8,2004,06,21,2001
34096,宮城県,川渡（カワタビ）,,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,76,8,1989,08,14,24,8,1997,06,20,1976
34111,宮城県,築館（ツキダテ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,68,8,1977,07,26,25,8,2004,06,21,1976
34171,宮城県,米山（ヨネヤマ）,,2019,06,30,05,50,1.0,8,1.0,4,05,50,4,,,53.0,8,2011,07,27,27.5,8,2019,06,16,1976
34186,宮城県,志津川（シヅガワ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,53,8,2005,10,23,34,8,1979,06,23,1976
34206,宮城県,加美（カミ）,,2019,06,30,05,50,2.0,8,2.0,4,05,50,4,,,56.5,8,2014,08,07,35,8,2006,06,07,2005
34216,宮城県,古川（フルカワ）,,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,49,8,1984,08,09,37,8,1995,06,20,1976
34231,宮城県,桃生（モノウ）,,2019,06,30,05,50,2.0,8,2.0,4,05,50,4,,,32.0,8,2013,09,15,20.0,8,2015,06,15,2011
34241,宮城県,雄勝（オガツ）,,2019,06,30,05,50,2.0,8,2.0,4,05,50,4,,,95,8,2005,10,22,41.0,8,2012,06,20,1976
34262,宮城県,泉ケ岳（イズミガダケ）,,2019,06,30,05,50,2.0,8,3.0,4,05,43,4,,,65.0,8,2015,09,10,24.5,8,2012,06,20,2005
34266,宮城県,大衡（オオヒラ）,,2019,06,30,05,50,3.0,8,3.0,4,05,50,4,,,62.0,8,2015,09,11,29.5,8,2012,06,20,1976
34276,宮城県,鹿島台（カシマダイ）,,2019,06,30,05,50,3.5,8,3.5,4,05,50,4,,,59,8,1978,08,14,26,8,2004,06,21,1976
34286,宮城県,東松島（ヒガシマツシマ）,,2019,06,30,05,50,1.5,8,2.0,4,05,47,4,,,67.5,8,2013,08,27,18.5,8,2019,06,22,2011
34292,宮城県,石巻（イシノマキ）,47592,2019,06,30,05,50,1.5,8,2.0,4,05,45,4,,,91.0,8,2014,09,11,38.2,8,1952,06,12,1937
34296,宮城県,女川（オナガワ）,,2019,06,30,05,50,2.0,8,2.0,4,05,50,4,,,76.5,8,2011,09,21,38.5,8,2012,06,20,2011
34311,宮城県,新川（ニッカワ）,,2019,06,30,05,50,2.5,8,2.5,4,05,50,4,,,72,8,1990,07,24,25.0,8,2012,06,20,1976
34331,宮城県,塩釜（シオガマ）,,2019,06,30,05,50,2.5,8,3.0,4,05,40,4,,,69,8,1990,09,20,24,8,1995,06,15,1976
34361,宮城県,江ノ島（エノシマ）,,2019,06,30,05,50,0.5,8,1.0,4,05,43,4,,,47.5,8,2013,09,15,34,8,1999,06,30,1978
34392,宮城県,仙台（センダイ）,47590,2019,06,30,05,50,2.0,8,2.0,4,05,50,4,,,94.3,8,1948,09,16,57.2,8,1945,06,08,1937
34431,宮城県,岩沼（イワヌマ）,,2019,06,30,05,50,1.0,8,1.5,4,05,40,4,,,67.0,8,2011,09,21,24.5,8,2014,06,29,2011
34436,宮城県,名取（ナトリ）,,2019,06,30,05,50,1.0,8,1.0,4,05,50,4,,,65.5,8,2011,09,21,23,8,2006,06,07,2003
34461,宮城県,白石（シロイシ）,,2019,06,30,05,50,0.5,8,1.0,4,05,36,4,,,51,8,1982,09,12,26.5,8,2012,06,20,1976
34462,宮城県,蔵王（ザオウ）,,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,57.5,8,2014,08,07,20.0,8,2012,06,19,2005
34471,宮城県,亘理（ワタリ）,,2019,06,30,05,50,1.0,8,1.5,4,05,28,4,,,74,8,1990,09,20,34,8,1991,06,13,1976
34506,宮城県,丸森（マルモリ）,,2019,06,30,05,50,0.5,8,1.5,4,04,58,4,,,69.0,8,2008,08,29,50.5,8,2012,06,20,1977
34526,宮城県,筆甫（ヒッポ）,,2019,06,30,05,50,0.0,8,1.0,4,04,47,4,,,86.0,8,2013,07,26,23,8,1991,06,13,1978
35002,山形県,飛島（トビシマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,63,8,2005,08,13,44,8,1979,06,26,1978
35052,山形県,酒田（サカタ）,47587,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,77.8,8,1949,08,24,42.5,8,2011,06,30,1937
35056,山形県,酒田大沢（サカタオオサワ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,112.5,8,2018,08,05,18.0,8,2019,06,29,2017
35071,山形県,差首鍋（サスナベ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,72.0,8,2018,08,05,30.5,8,2011,06,30,1976
35086,山形県,浜中（ハマナカ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,82.0,8,2008,08,14,42.5,8,2011,06,30,2003
35116,山形県,金山（カネヤマ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,59.0,8,2018,08,05,28,8,2004,06,30,1976
35141,山形県,鶴岡（ツルオカ）,,2019,06,30,05,50,0.5,8,1.5,4,05,19,4,,,75.5,8,2018,08,05,46.0,8,2011,06,30,1976
35146,山形県,狩川（カリカワ）,,2019,06,30,05,50,0.0,8,0.5,4,05,45,4,,,67.5,8,2008,08,15,38.5,8,2011,06,30,1976
35162,山形県,新庄（シンジョウ）,47520,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,75.0,8,1974,08,01,29.3,8,1967,06,05,1957
35171,山形県,瀬見（セミ）,,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,63,8,1997,07,14,24,8,1991,06,13,1976
35176,山形県,向町（ムカイマチ）,,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,56.0,8,2018,08,05,29.0,8,2015,06,23,1976
35201,山形県,櫛引（クシビキ）,,2019,06,30,05,50,1.5,8,2.5,4,05,14,4,,,63.0,8,2013,07,22,37.5,8,2019,06,22,1977
35216,山形県,肘折（ヒジオリ）,,2019,06,30,05,50,2.0,8,2.5,4,05,48,4,,,67.5,8,2018,08,06,21.0,8,2017,06,01,1976
35231,山形県,尾花沢（オバナザワ）,,2019,06,30,05,50,1.5,8,2.0,4,05,17,4,,,61,8,1976,08,05,25,8,1979,06,26,1976
35246,山形県,鼠ケ関（ネズガセキ）,,2019,06,30,05,50,2.0,8,8.0,4,04,28,4,,,70.0,8,2018,08,05,40,8,2007,06,26,1976
35256,山形県,荒沢（アラサワ）,,2019,06,30,05,50,2.5,8,3.5,4,05,34,4,,,59.0,8,2012,10,05,47.0,8,2011,06,30,1979
35332,山形県,村山（ムラヤマ）,,2019,06,30,05,50,2.0,8,2.5,4,05,42,4,,,51.5,8,2015,07,22,39.0,8,2018,06,30,2002
35334,山形県,東根（ヒガシネ）,,2019,06,30,05,50,1.5,8,2.0,4,05,37,4,,,37.5,8,2018,08,06,30.5,8,2018,06,30,2003
35361,山形県,大井沢（オオイサワ）,,2019,06,30,05,50,2.5,8,2.5,4,05,50,4,,,60,8,2000,07,04,42.5,8,2011,06,30,1978
35376,山形県,左沢（アテラザワ）,,2019,06,30,05,50,2.0,8,2.0,4,05,50,4,,,44,8,1990,07,24,26.0,8,2011,06,30,1976
35426,山形県,山形（ヤマガタ）,47588,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,74.5,8,1981,08,03,37.4,8,1936,06,11,1931
35456,山形県,長井（ナガイ）,,2019,06,30,05,50,0.5,8,1.5,4,05,03,4,,,69,8,1984,07,25,29.0,8,2011,06,23,1976
35466,山形県,上山中山（カミノヤマナカヤマ）,,2019,06,30,05,50,0.5,8,1.5,4,05,21,4,,,54.5,8,2014,07,09,30.5,8,2016,06,21,2006
35486,山形県,小国（オグニ）,,2019,06,30,05,50,0.5,8,1.5,4,04,41,4,,,78,8,2004,07,17,55.0,8,2011,06,23,1976
35511,山形県,高畠（タカハタ）,,2019,06,30,05,50,0.5,8,1.5,4,04,57,4,,,55,8,2004,07,26,20.0,8,2015,06,27,1977
35537,山形県,中津川（ナカツガワ）,,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,80,8,1983,08,11,31,8,1991,06,17,1981
35541,山形県,高峰（タカミネ）,,2019,06,30,05,50,1.0,8,1.5,4,04,48,4,,,59.5,8,2011,07,11,20.0,8,2010,06,23,1976
35552,山形県,米沢（ヨネザワ）,,2019,06,30,05,50,0.5,8,1.0,4,05,15,4,,,55,8,1983,09,08,28.0,8,2010,06,23,1976
36056,福島県,茂庭（モニワ）,,2019,06,30,05,50,0.5,8,1.5,4,03,51,4,,,55.5,8,2016,08,17,22.0,8,2010,06,23,1992
36066,福島県,梁川（ヤナガワ）,,2019,06,30,05,50,0.0,8,1.5,4,04,13,4,,,68,8,1981,07,11,29.5,8,2014,06,16,1976
36081,福島県,新地（シンチ）,,2019,06,30,05,50,0.5,8,1.0,4,05,49,4,,,75.5,8,2014,10,14,22.0,8,2015,06,21,2011
36106,福島県,桧原（ヒバラ）,,2019,06,30,05,50,3.5,8,3.5,4,05,50,4,,,67,8,1998,08,06,37,8,1986,06,03,1978
36126,福島県,福島（フクシマ）,47595,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,71.0,8,2017,07,28,39.5,8,2010,06,21,1937
36151,福島県,相馬（ソウマ）,,2019,06,30,05,50,0.5,8,1.0,4,04,13,4,,,55,8,1982,08,28,32,8,1979,06,02,1976
36176,福島県,喜多方（キタカタ）,,2019,06,30,05,50,4.5,8,4.5,4,05,50,4,,,55,8,1998,08,12,43.0,8,2010,06,21,1976
36196,福島県,鷲倉（ワシクラ）,,2019,06,30,05,50,6.0,8,6.0,4,05,50,4,,,75.0,8,2016,08,02,40,8,2007,06,08,1977
36221,福島県,飯舘（イイタテ）,,2019,06,30,05,50,2.0,8,2.0,4,05,50,4,,,92,8,1994,08,20,34,8,1982,06,07,1976
36231,福島県,原町（ハラマチ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,52.5,8,2015,09,11,51.0,8,2013,06,15,1976
36251,福島県,西会津（ニシアイヅ）,,2019,06,30,05,50,6.0,8,6.0,4,05,50,4,,,45.5,8,2010,08,31,32,8,2004,06,07,1976
36276,福島県,猪苗代（イナワシロ）,,2019,06,30,05,50,6.5,8,6.5,4,05,50,4,,,47.0,8,2016,08,02,35,8,1991,06,13,1976
36291,福島県,二本松（ニホンマツ）,,2019,06,30,05,50,2.5,8,2.5,4,05,50,4,,,62,8,1994,07,21,28.5,8,2010,06,21,1976
36307,福島県,津島（ツシマ）,,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,59.5,8,2012,07,30,35.5,8,2010,06,20,1977
36342,福島県,金山（カネヤマ）,,2019,06,30,05,50,7.5,8,8.0,4,05,47,4,,,72.5,8,2009,07,26,29.5,8,2015,06,16,2007
36361,福島県,若松（ワカマツ）,47570,2019,06,30,05,50,5.5,8,5.5,4,05,50,4,,,75.0,8,2008,09,03,27.0,8,1991,06,13,1953
36391,福島県,船引（フネヒキ）,,2019,06,30,05,50,2.0,8,2.0,4,05,50,4,,,63.0,8,2014,08,02,20,8,1978,06,22,1976
36411,福島県,浪江（ナミエ）,,2019,06,30,05,50,1.0,8,1.0,4,05,50,4,,,53.5,8,2011,09,21,45,8,1992,06,21,1976
36426,福島県,只見（タダミ）,,2019,06,30,05,50,5.5,8,5.5,4,05,50,4,,,88.5,8,2017,07,18,28,8,1982,06,07,1976
36461,福島県,湖南（コナン）,,2019,06,30,05,50,3.5,8,3.5,4,05,50,4,,,65,8,2002,07,22,27.5,8,2012,06,20,1982
36476,福島県,郡山（コオリヤマ）,,2019,06,30,05,50,2.5,8,2.5,4,05,50,4,,,65,8,1981,07,13,39,8,1988,06,16,1976
36501,福島県,川内（カワウチ）,,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,77.5,8,2015,07,16,36.5,8,2013,06,15,1976
36511,福島県,富岡（トミオカ）,,2019,06,30,05,50,1.0,8,1.0,4,05,50,4,,,63,8,1993,11,14,47,4,1992,06,21,1976
36536,福島県,南郷（ナンゴウ）,,2019,06,30,05,50,3.0,8,3.0,4,05,50,4,,,54,8,1981,08,02,34,8,1994,06,17,1976
36562,福島県,湯本（ユモト）,,2019,06,30,05,50,2.5,8,2.5,4,05,50,4,,,63,8,2002,08,04,46,8,2005,06,20,1988
36571,福島県,長沼（ナガヌマ）,,2019,06,30,05,50,3.0,8,3.0,4,05,50,4,,,64,8,1998,07,28,31.0,8,2012,06,20,1978
36581,福島県,玉川（タマカワ）,,2019,06,30,05,50,2.5,8,2.5,4,05,50,4,,,63.0,8,2010,07,26,36,8,2007,06,06,2003
36591,福島県,小野新町（オノニイマチ）,,2019,06,30,05,50,2.0,8,2.0,4,05,50,4,,,63,8,1987,09,10,48,8,1979,06,02,1976
36597,福島県,川前（カワマエ）,,2019,06,30,05,50,1.0,8,1.0,4,05,50,4,,,55.5,8,2015,07,16,38.5,8,2015,06,23,2014
36611,福島県,広野（ヒロノ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,67.5,8,2013,04,07,41.0,8,2013,06,15,1976
36641,福島県,田島（タジマ）,,2019,06,30,05,50,3.5,8,3.5,4,05,50,4,,,54.5,8,2015,08,05,34.5,8,2013,06,15,1976
36667,福島県,白河（シラカワ）,47597,2019,06,30,05,50,2.0,8,2.0,4,05,50,4,,,72.6,8,1945,08,30,53.8,8,1961,06,27,1940
36676,福島県,石川（イシカワ）,,2019,06,30,05,50,2.5,8,2.5,4,05,50,4,,,73.5,8,2013,07,27,28,8,1980,06,09,1976
36716,福島県,桧枝岐（ヒノエマタ）,,2019,06,30,05,50,2.5,8,2.5,4,05,50,4,,,39,8,1981,07,16,19,8,2004,06,28,1978
36726,福島県,舘岩（タテイワ）,,2019,06,30,05,50,3.0,8,3.0,4,05,50,4,,,44,8,1981,07,21,35,8,1997,06,25,1978
36766,福島県,古殿（フルドノ）,,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,46.5,8,2013,09,15,35.5,8,2013,06,15,2011
36781,福島県,平（タイラ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,91.5,8,2013,04,07,33.5,8,2012,06,20,1976
36821,福島県,東白川（ヒガシシラカワ）,,2019,06,30,05,50,1.0,8,1.5,4,05,44,4,,,78,8,2000,07,02,62,8,2006,06,28,1976
36836,福島県,山田（ヤマダ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,56.5,8,2009,08,10,42.5,8,2012,06,19,2009
36846,福島県,小名浜（オナハマ）,47598,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,69.5,8,2007,08,22,44.0,8,1973,06,19,1937
40041,茨城県,花園（ハナゾノ）,,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,69.5,8,2010,12,22,56.5,8,2012,06,19,1976
40046,茨城県,北茨城（キタイバラキ）,,2019,06,30,05,50,0.5,8,1.0,4,04,34,4,,,58.5,8,2009,08,09,49.0,8,2017,06,21,1976
40061,茨城県,大子（ダイゴ）,,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,82,8,2003,08,05,46,8,1988,06,15,1976
40066,茨城県,徳田（トクダ）,,2019,06,30,05,50,1.0,8,1.5,4,05,42,4,,,62.0,8,2010,08,28,39,8,1978,06,14,1977
40076,茨城県,大能（オオノウ）,,2019,06,30,05,50,1.0,8,1.0,4,05,50,4,,,69,8,2003,08,21,48.0,8,2012,06,19,1985
40091,茨城県,常陸大宮（ヒタチオオミヤ）,,2019,06,30,05,50,2.0,8,2.0,4,05,50,4,,,104,8,1989,09,15,58,8,1993,06,21,1978
40126,茨城県,中野（ナカノ）,,2019,06,30,05,50,4.5,8,4.5,4,05,50,4,,,59,8,1982,08,15,35,8,2003,06,30,1977
40136,茨城県,日立（ヒタチ）,,2019,06,30,05,50,3.0,8,3.0,4,05,50,4,,,84,8,1999,10,27,42.0,8,2011,06,14,1976
40181,茨城県,門井（カドイ）,,2019,06,30,05,50,1.5,8,2.0,4,05,41,4,,,97.5,8,2011,07,28,48.5,8,2014,06,24,1982
40191,茨城県,笠間（カサマ）,,2019,06,30,05,50,1.5,8,2.0,4,05,48,4,,,81.5,8,2009,08,07,35.0,8,2014,06,25,1976
40201,茨城県,水戸（ミト）,47629,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,81.7,8,1947,09,15,60.0,8,1961,06,27,1906
40221,茨城県,古河（コガ）,,2019,06,30,05,50,1.0,8,1.5,4,03,24,4,,,75,8,2003,08,05,53,8,2007,06,10,1976
40231,茨城県,下館（シモダテ）,,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,74.0,8,2009,08,07,39.5,8,2012,06,01,2001
40241,茨城県,柿岡（カキオカ）,,2019,06,30,05,50,0.5,8,2.0,4,03,46,4,,,114.5,8,2011,08,11,44.0,8,2014,06,24,1976
40251,茨城県,美野里（ミノリ）,,2019,06,30,05,50,0.5,8,2.0,4,04,10,4,,,73.0,8,2011,08,11,60.5,8,2015,06,23,1976
40281,茨城県,下妻（シモツマ）,,2019,06,30,05,50,1.5,8,2.5,4,03,23,4,,,75,8,1977,07,03,36,8,1983,06,24,1976
40311,茨城県,鉾田（ホコタ）,,2019,06,30,05,50,2.5,8,3.0,4,04,07,4,,,59.0,8,2014,07,01,45.5,8,2014,06,24,1978
40326,茨城県,坂東（バンドウ）,,2019,06,30,05,50,1.0,8,3.5,4,03,02,4,,,61.5,8,2017,07,04,55,8,2003,06,25,1976
40336,茨城県,つくば（ツクバ）(館野（タテノ）),47646,2019,06,30,05,50,2.0,8,4.5,4,03,12,4,,,72.0,8,2005,08,08,51.8,8,1967,06,17,1921
40341,茨城県,土浦（ツチウラ）,,2019,06,30,05,50,2.0,8,4.5,4,03,37,4,,,65.5,8,2016,08,17,29,8,1990,06,16,1976
40391,茨城県,江戸崎（エドサキ）,,2019,06,30,05,50,0.5,8,1.5,4,04,05,4,,,68,8,1994,09,01,33.0,8,2014,06,25,1976
40406,茨城県,鹿嶋（カシマ）,,2019,06,30,05,50,0.5,8,1.5,4,04,20,4,,,87,8,1999,10,27,33.5,8,2014,06,25,1976
40426,茨城県,龍ケ崎（リュウガサキ）,,2019,06,30,05,50,0.5,8,2.0,4,04,12,4,,,85,8,1976,09,02,50.0,8,2015,06,23,1976
41011,栃木県,那須高原（ナスコウゲン）,,2019,06,30,05,50,3.0,8,3.0,4,05,50,4,,,90,8,1998,08,27,45.0,8,2012,06,20,1976
41076,栃木県,五十里（イカリ）,,2019,06,30,05,50,2.0,8,2.5,4,05,46,4,,,84,8,2001,07,18,39,8,1994,06,16,1976
41091,栃木県,黒磯（クロイソ）,,2019,06,30,05,50,2.5,8,2.5,4,05,50,4,,,117,8,1977,09,03,53.5,8,2019,06,18,1976
41116,栃木県,土呂部（ドロブ）,,2019,06,30,05,50,2.0,8,2.0,4,05,50,4,,,52,8,1991,08,31,50.5,8,2012,06,19,1977
41141,栃木県,大田原（オオタワラ）,,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,87.0,8,2013,07,27,69,8,1993,06,21,1976
41166,栃木県,奥日光（オクニッコウ）(日光（ニツコウ）),47690,2019,06,30,05,50,3.0,8,3.5,4,05,47,4,,,79.5,8,1966,09,25,56.0,8,2012,06,19,1944
41171,栃木県,今市（イマイチ）,,2019,06,30,05,50,2.0,8,2.0,4,05,50,4,,,80.0,8,2011,07,26,58.5,8,2014,06,09,1978
41181,栃木県,塩谷（シオヤ）,,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,69,8,2005,07,30,43.5,8,2019,06,21,1978
41211,栃木県,足尾（アシオ）,,2019,06,30,05,50,2.5,8,2.5,4,05,50,4,,,71.5,8,2018,08,10,36.5,8,2012,06,19,1976
41241,栃木県,高根沢（タカネザワ）,,2019,06,30,05,50,1.5,8,1.5,4,05,50,4,,,77.0,8,2012,08,11,50,8,1982,06,19,1976
41247,栃木県,那須烏山（ナスカラスヤマ）,,2019,06,30,05,50,1.0,8,1.5,4,05,38,4,,,58.5,8,2013,09,15,34.0,8,2011,06,14,2009
41271,栃木県,鹿沼（カヌマ）,,2019,06,30,05,50,1.0,8,1.5,4,05,47,4,,,99.0,8,2013,07,27,70.0,8,2019,06,18,1976
41277,栃木県,宇都宮（ウツノミヤ）,47615,2019,06,30,05,50,1.0,8,2.0,4,05,35,4,,,100.5,8,1957,08,07,53.5,8,1982,06,21,1930
41311,栃木県,葛生（クズウ）,,2019,06,30,05,50,1.0,8,2.5,4,05,11,4,,,90,8,2001,08,10,48,8,1976,06,04,1976
41331,栃木県,真岡（モオカ）,,2019,06,30,05,50,2.0,8,3.0,4,05,40,4,,,90.5,8,2016,08,23,45.5,8,2014,06,21,1976
41356,栃木県,足利（アシカガ）,,2019,06,30,05,50,0.5,8,2.5,4,05,01,4,,,61.5,8,2013,07,27,48.0,8,2014,06,08,1976
41361,栃木県,佐野（サノ）,,2019,06,30,05,50,0.5,8,2.5,4,05,01,4,,,86.5,8,2014,06,23,86.5,8,2014,06,23,1976
41371,栃木県,栃木（トチギ）,,2019,06,30,05,50,0.5,8,3.0,4,05,09,4,,,71,8,1987,08,18,38.0,8,2012,06,03,1976
41376,栃木県,小山（オヤマ）,,2019,06,30,05,50,1.0,8,3.0,4,05,18,4,,,87,8,2003,08,05,51,8,1981,06,07,1976
42046,群馬県,藤原（フジワラ）,,2019,06,30,05,50,1.0,8,2.0,4,04,09,4,,,52,8,1983,07,27,36,8,1990,06,12,1977
42091,群馬県,みなかみ（ミナカミ）,,2019,06,30,05,50,1.0,8,2.0,4,04,02,4,,,62.5,8,2015,07,30,43,8,1990,06,12,1976
42106,群馬県,片品（カタシナ）,,2019,06,30,05,50,1.0,8,2.5,4,04,01,4,,,49.5,8,2011,08,07,31.5,8,2010,06,27,1977
42121,群馬県,草津（クサツ）,,2019,06,30,05,50,8.0,8,8.0,4,05,50,4,,,52,8,1978,07,08,48.0,8,2010,06,29,1976
42146,群馬県,沼田（ヌマタ）,,2019,06,30,05,50,1.0,8,2.5,4,03,27,4,,,77.5,8,2016,08,01,35.5,8,2015,06,16,1976
42186,群馬県,中之条（ナカノジョウ）,,2019,06,30,05,50,2.5,8,2.5,4,05,50,4,,,71,8,1978,07,22,34,8,2007,06,07,1976
42221,群馬県,田代（タシロ）,,2019,06,30,05,50,5.5,8,5.5,4,05,50,4,,,53.5,8,2013,09,16,26.5,8,2015,06,16,1976
42241,群馬県,榛名山（ハルナサン）,,2019,06,30,05,50,3.0,8,3.0,4,05,50,4,,,101,8,2001,08,28,72,8,2005,06,12,1976
42251,群馬県,前橋（マエバシ）,47624,2019,06,30,05,50,1.0,8,3.0,4,03,47,4,,,114.5,8,1997,09,11,68.0,8,1975,06,10,1912
42261,群馬県,黒保根（クロホネ）,,2019,06,30,05,50,1.5,8,2.0,4,04,02,4,,,69,8,1988,08,23,39,8,1979,06,25,1978
42266,群馬県,桐生（キリュウ）,,2019,06,30,05,50,1.0,8,2.5,4,04,23,4,,,67,8,2003,08,08,53.5,8,2013,06,15,1976
42286,群馬県,上里見（カミサトミ）,,2019,06,30,05,50,2.0,8,3.0,4,03,19,4,,,88,8,1987,07,15,57.0,8,2012,06,19,1976
42302,群馬県,伊勢崎（イセサキ）,,2019,06,30,05,50,1.0,8,2.0,4,03,48,4,,,71,8,2001,08,10,47.5,8,2008,06,12,1998
42326,群馬県,西野牧（ニシノマキ）,,2019,06,30,05,50,2.5,8,2.5,4,05,50,4,,,77.0,8,2014,06,09,77.0,8,2014,06,09,1976
42341,群馬県,藤岡（フジオカ）,,2019,06,30,05,50,0.5,8,2.0,4,03,25,4,,,74,8,1976,07,13,39.0,8,2010,06,20,1976
42366,群馬県,館林（タテバヤシ）,,2019,06,30,05,50,1.0,8,2.0,4,04,54,4,,,84.0,8,2008,07,25,52,8,1995,06,15,1976
42396,群馬県,神流（カンナ）,,2019,06,30,05,50,0.5,8,1.5,4,02,53,4,,,73,8,1999,08,12,34.5,8,2010,06,29,1977
43051,埼玉県,寄居（ヨリイ）,,2019,06,30,05,50,0.0,8,1.5,4,03,09,4,,,103,8,2005,08,12,43.0,8,2012,06,19,1976
43056,埼玉県,熊谷（クマガヤ）,47626,2019,06,30,05,50,0.5,8,2.0,4,02,48,4,,,88.5,8,1943,09,03,85.0,8,1976,06,15,1915
43091,埼玉県,上吉田（カミヨシダ）,,2019,06,30,05,50,0.0,8,1.0,4,02,07,4,,,66,8,2002,08,02,40,8,1982,06,11,1977
43121,埼玉県,鴻巣（コウノス）,,2019,06,30,05,50,0.5,8,3.0,4,02,40,4,,,73,8,1995,08,06,47,8,1982,06,19,1976
43126,埼玉県,久喜（クキ）,,2019,06,30,05,50,0.5,8,2.5,4,03,10,4,,,77.0,8,2008,08,28,59.5,8,2015,06,16,1976
43151,埼玉県,三峰（ミツミネ）,,2019,06,30,05,50,0.0,8,2.5,4,01,52,4,,,91,8,1981,07,18,35.0,8,2012,06,19,1976
43156,埼玉県,秩父（チチブ）,47641,2019,06,30,05,50,0.0,8,3.5,4,01,42,4,,,78.0,8,1947,09,15,52.9,8,1966,06,23,1926
43157,埼玉県,浦山（ウラヤマ）,,2019,06,30,05,50,0.0,8,2.0,4,01,55,4,,,68,8,1987,09,10,42.0,8,2012,06,19,1977
